content_id,content_type_id,category,region_code,region_name,classification_method,title,addr1,addr2,area_code,sigungu_code,source_file,주석_정제,주석_출처,주석_지역코드,주석_근거함수,주석_제외열
3536383,32,lodging,51150,강릉시,address,"기억스테이(ㄱstay), 메모리스테이",강원특별자치도 강릉시 창해로370번길 3 (강문동),,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3539443,32,lodging,51150,강릉시,address,산성펜션텔,강원특별자치도 강릉시 강동면 산성우리길 12-5,,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
2603352,32,lodging,51150,강릉시,address,세인트존스 호텔,강원특별자치도 강릉시 창해로 307,,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3537760,32,lodging,51150,강릉시,address,안목을높이다,강원특별자치도 강릉시 창해로 27 (견소동),,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3534477,32,lodging,51150,강릉시,address,코스테,강원특별자치도 강릉시 사천면 해안로 725-2,,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536898,32,lodging,51150,강릉시,address,페리아902,강원특별자치도 강릉시 사천면 해안로 902,,32,1,raw/q07_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q07_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3537206,39,restaurant,51150,강릉시,address,강릉 중화짬뽕빵,강원특별자치도 강릉시 금성로13번길 17 (성남동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536570,39,restaurant,51150,강릉시,address,강릉 한우타운,강원특별자치도 강릉시 창해로 283 (강문동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3544073,39,restaurant,51150,강릉시,address,강릉김군박군횟집,강원특별자치도 강릉시 난설헌로 203-18 (초당동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3535266,39,restaurant,51150,강릉시,address,고씨네 동해막국수 강문본점,강원특별자치도 강릉시 창해로350번길 25 (강문동),1층~3층,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3532895,39,restaurant,51150,강릉시,address,꿀꺽,강원특별자치도 강릉시 해안로 292 (강문동),6호,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536590,39,restaurant,51150,강릉시,address,난설헌메밀촌,강원특별자치도 강릉시 난설헌로 105 (포남동),라동,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536831,39,restaurant,51150,강릉시,address,다경횟집,강원특별자치도 강릉시 주문진읍 신리천로 11-1,,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536440,39,restaurant,51150,강릉시,address,다이닝조개,강원특별자치도 강릉시 해안로 280 (강문동),4호,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3537624,39,restaurant,51150,강릉시,address,도깨비젤라또,강원특별자치도 강릉시 주문진읍 해안로 1605,"1, 2층",32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3535427,39,restaurant,51150,강릉시,address,배니닭강정,강원특별자치도 강릉시 금성로13번길 3-1 (성남동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3538157,39,restaurant,51150,강릉시,address,송천휴게소식당,강원특별자치도 강릉시 연곡면 진고개로 781-1,,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3534103,39,restaurant,51150,강릉시,address,에이엠브레드앤커피,강원특별자치도 강릉시 창해로14번길 24 (견소동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
623279,39,restaurant,51150,강릉시,address,옛날초당순두부,강원특별자치도 강릉시 운정길 141,,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536819,39,restaurant,51150,강릉시,address,찜대감,강원특별자치도 강릉시 해안로 292 (강문동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3533668,39,restaurant,51150,강릉시,address,초당맷돌젤라또,강원특별자치도 강릉시 초당순두부길 71 (초당동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3536274,39,restaurant,51150,강릉시,address,초당본가짬뽕순두부,강원특별자치도 강릉시 초당순두부길 97 (초당동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3548869,39,restaurant,51150,강릉시,address,카페 가배초당,강원특별자치도 강릉시 난설헌로 228-35 (초당동),1층,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3535809,39,restaurant,51150,강릉시,address,크림브리즈,강원특별자치도 강릉시 옥계면 헌화로 467,1층,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3538108,39,restaurant,51150,강릉시,address,해안로라운지,강원특별자치도 강릉시 해안로 298-4 (강문동),,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3535508,39,restaurant,51150,강릉시,address,HEOD(해옫) 카페,강원특별자치도 강릉시 주문진읍 주문로 102,1~2층,32,1,raw/q08_p0001.json,content_id로 중복 제거 후 type=39를 restaurant로 분류. addr1+addr2 주소가 강릉시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q08_p0001.json,관광 area_code=32를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=51150를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
3533156,32,lodging,52110,전주시,address,라라몽몽,전북특별자치도 전주시 완산구 태진로 4-37 (태평동),,37,12,raw/q09_p0001.json,content_id로 중복 제거 후 type=32를 lodging로 분류. addr1+addr2 주소가 전주시에 해당하여 포함.,runs/pet_api_20260919_183904/raw/q09_p0001.json,관광 area_code=37를 직접 조인하지 않고 지역 분류 결과의 행정 region_code=52110를 부여.,Together_with_my_dog_cityselection/analyze_pet_supply.py:189 normalise_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:111 classify_place(); Together_with_my_dog_cityselection/analyze_pet_supply.py:286 main(),"places.csv의 mapx/mapy, query_area_code/query_content_type_id는 이 출력에 저장하지 않음. 시설 수 집계에 좌표는 사용하지 않음."
